route_id,agency_id,route_short_name,route_long_name,route_type,route_desc,route_code
52173,1,133K,KARTAL - KURTKÖY MEZARLIĞI,3,,133K_D_D1194
52174,1,15D,ANADOLU FENERİ - SULTANİYE,3,,15D_G_D1092
52175,1,135K,KORUBAŞI CAMİİ - ÇİFTEÇINARLAR,3,,135K_G_D1195
52176,1,16A,PENDİK - HAREM PERON 3,3,,16A_G_D1197
52177,1,16A,HAREM PERONLAR - PENDİK,3,,16A_D_D1198
52178,1,16S,SABİHA GÖKÇEN HAVALİMANI - HAREM PERONLAR 2,3,,16S_G_D1199
52179,1,16S,HAREM PERONLAR 2 - SABİHA GÖKÇEN HAVALİMANI,3,,16S_D_D1200
52180,1,16U,UĞURMUMCU - HAREM PERON 3,3,,16U_G_D1201
52181,1,16U,HAREM PERONLAR - UĞURMUMCU,3,,16U_D_D1202
52182,1,17,PENDİK - KADIKÖY,3,,17_G_D1203
52183,1,17,KADIKÖY - PENDİK,3,,17_D_D1204
52184,1,KM24,PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ - PENDİK,3,,KM24_G_D1205
52185,1,KM24,PENDİK - PENDİK MESLEKİ VE TEKNİK ANADOLU LİSESİ,3,,KM24_D_D1206
52186,1,KM27,SULTANBEYLİ PERONLAR - PENDİK YHT İSTASYONU,3,,KM27_G_D1207
52187,1,KM27,PENDİK YHT İSTASYONU - SULTANBEYLİ PERONLAR,3,,KM27_D_D1208
52188,1,MR60,PENDİK YHT İSTASYONU - SABİHA GÖKÇEN HAVALİMANI,3,,MR60_G_D1209
52189,1,MR60,SABİHA GÖKÇEN HAVALİMANI - PENDİK YHT İSTASYONU,3,,MR60_D_D1210
52190,1,130E,DENİZ HARP OKULU - CEVİZLİ PERONLAR,3,,130E_G_D1211
52191,1,130E,CEVİZLİ PERONLAR - ÖĞÜT SOKAK,3,,130E_D_D1212
52192,1,130H,DENİZ HARP OKULU - SABİHA GÖKÇEN HAVALİMANI,3,,130H_G_D1213
52193,1,130H,SABİHA GÖKÇEN HAVALİMANI - ÖĞÜT SOKAK,3,,130H_D_D1214
52194,1,132,AKFIRAT - KARTAL,3,,132_G_D1215
52195,1,132,KARTAL - AKFIRAT,3,,132_D_D1216
52196,1,132D,KURTDOĞMUŞ KÖYÜ - KARTAL,3,,132D_G_D1217
52197,1,132D,KARTAL - KURTDOĞMUŞ KÖYÜ,3,,132D_D_D1218
52198,1,132F,AFET KOORDİNASYON MERKEZİ - KARTAL,3,,132F_G_D1219
52199,1,132F,KARTAL - AFET KOORDİNASYON MERKEZİ,3,,132F_D_D1220
52200,1,132H,PENDİK - SABİHA GÖKÇEN HAVALİMANI,3,,132H_G_D1221
52201,1,132H,SABİHA GÖKÇEN HAVALİMANI - PENDİK,3,,132H_D_D1222
52202,1,132T,TEPEÖREN MERKEZ - KARTAL METRO,3,,132T_G_D1224
52203,1,132T,KARTAL METRO - TEPEÖREN MERKEZ,3,,132T_D_D1225
52204,1,132Y,SÜTÇÜ İMAM CADDESİ - KARTAL METRO,3,,132Y_G_D1226
52205,1,132Y,KARTAL METRO - SÜTÇÜ İMAM CADDESİ,3,,132Y_D_D1227
52206,1,133,ŞEYH ŞABANİ VELİ CAMİİ - KARTAL,3,,133_G_D1228
52207,1,133,KARTAL - ŞEYH ŞABANİ VELİ CAMİİ,3,,133_D_D1229
52208,1,133A,AYDINLI İLKOKULU - KARTAL,3,,133A_G_D1230
52209,1,133A,KARTAL - AYDINLI İLKOKULU,3,,133A_D_D1231
52210,1,133M,2.CADDE - KAFKALE SPOR TESİSLERİ,3,,133M_G_D1232
52211,1,133M,KAFKALE SPOR TESİSLERİ - 2.CADDE,3,,133M_D_D1233
52212,1,133Ş,ÇAĞDAŞKENT SAĞLIK OCAĞI - KARTAL,3,,133Ş_G_D1234
52213,1,133Ş,KARTAL - ÇAĞDAŞKENT SAĞLIK OCAĞI,3,,133Ş_D_D1237
52214,1,133T,DENİZ HARP OKULU - MALTEPE PERONLAR,3,,133T_G_D1238
52215,1,133T,MALTEPE PERONLAR - DENİZ HARP OKULU,3,,133T_D_D1239
52216,1,133TM,YUNUS EMRE ANADOLU İMAM HATİP LİSESİ - TUZLA BELEDİYESİ,3,,133TM_G_D1240
52217,1,133TM,TUZLA BELEDİYESİ - YUNUS EMRE ANADOLU İMAM HATİP LİSESİ,3,,133TM_D_D1241
52218,1,134GK,UĞURMUMCU - KARTAL,3,,134GK_G_D1243
52219,1,134GK,KARTAL - UĞURMUMCU,3,,134GK_D_D1242
52220,1,134UK,UĞURMUMCU - KARTAL,3,,134UK_G_D1244
52221,1,134UK,KARTAL - UĞURMUMCU,3,,134UK_D_D1245
52222,1,16,PENDİK - KADIKÖY,3,,16_G_D1246
52223,1,16,KADIKÖY - PENDİK,3,,16_D_D1249
52224,1,17S,UĞURMUMCU - ÜSTBOSTANCI,3,,17S_G_D1250
52225,1,17S,ÜSTBOSTANCI - UĞURMUMCU,3,,17S_D_D1251
52226,1,KM10,AYDINLI TOKİ PERONLAR - KARTAL,3,,KM10_G_D1252
52227,1,KM10,KARTAL - AYDINLI TOKİ PERONLAR,3,,KM10_D_D1253
52228,1,KM12,DENİZ HARP OKULU - KARTAL METRO,3,,KM12_G_D1255
52229,1,KM12,KARTAL METRO - DENİZ HARP OKULU,3,,KM12_D_D1256
52230,1,131A,ESTERGON CADDESİ - ATATÜRK ORTAOKULU,3,,131A_D_D1257
52231,1,KM13,DENİZ HARP OKULU - PENDİK,3,,KM13_G_D1045
52232,1,KM13,PENDİK - ÖĞÜT SOKAK,3,SEFERLER DENİZ HARP OKULUNA UĞRAMAZ.,KM13_D_D1258
52234,1,KM17,CEMİL MERİÇ İLKOKULU - TAVŞANTEPE METRO,3,,KM17_G_D1260
52235,1,KM17,TAVŞANTEPE METRO - CEMİL MERİÇ İLKOKULU,3,,KM17_D_D1259
52236,1,KM18,SABANCI ÜNİVERSİTESİ - PENDİK YHT İSTASYONU,3,,KM18_G_D1261
52237,1,KM18,PENDİK YHT İSTASYONU - SABANCI ÜNİVERSİTESİ,3,,KM18_D_D1262
52238,1,KM21,SÜTÇÜ İMAM CADDESİ - CEVİZLİ PERONLAR,3,,KM21_G_D1263
52239,1,KM21,CEVİZLİ PERONLAR - SÜTÇÜ İMAM CADDESİ,3,,KM21_D_D1264
52240,1,KM26,SULTANBEYLİ PERONLAR - PENDİK,3,,KM26_G_D1265
52241,1,KM26,PENDİK - SULTANBEYLİ PERONLAR,3,,KM26_D_D1266
52242,1,KM31,UĞURMUMCU - KARTAL,3,,KM31_G_D1267
52243,1,132ÇK,YEŞİLTEPE SON DURAK - KARTAL,3,,132ÇK_G_D1162
52244,1,KM31,KARTAL - UĞURMUMCU,3,,KM31_D_D1268
52245,1,KM32,KURFALI MAHALLESİ - KARTAL,3,,KM32_G_D1269
52246,1,KM32,KARTAL - KURFALI MAHALLESİ,3,,KM32_D_D1270
52247,1,KM33,PENDİK YHT İSTASYONU - GÜLSUYU METRO 2,3,,KM33_G_D1271
52248,1,KM33,GÜLSUYU METRO 2 - PENDİK YHT İSTASYONU,3,,KM33_D_D1272
52249,1,KM34,KARTAL METRO - GÜLSUYU METRO 2,3,,KM34_G_D1273
52250,1,KM34,GÜLSUYU METRO 2 - KARTAL METRO,3,,KM34_D_D1274
52251,1,KM35,UĞURMUMCU - CEVİZLİ PERONLAR,3,,KM35_G_D1275
52252,1,KM35,CEVİZLİ PERONLAR - UĞURMUMCU,3,,KM35_D_D1276
52253,1,KM36,KURFALI MAHALLESİ - CEVİZLİ PERONLAR,3,,KM36_G_D1277
52254,1,KM36,CEVİZLİ PERONLAR - KURFALI MAHALLESİ,3,,KM36_D_D1278
52255,1,KM37,SÜTÇÜ İMAM CADDESİ - PENDİK,3,,KM37_G_D1279
52256,1,KM37,PENDİK - SÜTÇÜ İMAM CADDESİ,3,,KM37_D_D1280
52257,1,MR61,ŞEYH ŞABANİ VELİ CAMİİ - PİRİ REİS CADDESİ,3,,MR61_G_D1281
52258,1,MR61,PİRİ REİS CADDESİ - ŞEYH ŞABANİ VELİ CAMİİ,3,,MR61_D_D1282
52261,1,1,KİRAZLITEPE - KADIKÖY,3,,1_G_D1284
52262,1,1,KADIKÖY - KİRAZLITEPE,3,,1_D_D1283
52263,1,14TM,TEPEÜSTÜ - CEVİZLİ PERONLAR,3,,14TM_G_D1285
52264,1,14TM,CEVİZLİ PERONLAR - TEPEÜSTÜ,3,,14TM_D_D1286
52265,1,11C,ÜSKÜDAR MARMARAY - HATTAT HASAN ÇELEBİ CADDESİ,3,,11C_D_D4331
52266,1,15U,ÜSKÜDAR CAMİİ ÖNÜ - TUFAN,3,,15U_D_D1288
52267,1,15S,SULTAN MURAT CADDESİ - ÜSKÜDAR CAMİİ ÖNÜ,3,,15S_G_D1289
52268,1,15S,ÜSKÜDAR CAMİİ ÖNÜ - SULTAN MURAT CADDESİ,3,,15S_D_D1290
52269,1,15R,RASATHANE ORTAOKULU - ÜSKÜDAR CAMİİ ÖNÜ,3,,15R_G_D1291
52270,1,15R,ÜSKÜDAR CAMİİ ÖNÜ - RASATHANE ORTAOKULU,3,,15R_D_D1292
52271,1,14D,KAZIMKARABEKİR CEM EVİ - KADIKÖY,3,,14D_G_D1293
52272,1,14D,KADIKÖY - KAZIMKARABEKİR CEM EVİ,3,,14D_D_D1294
52273,1,13Y,TEPEÜSTÜ - KADIKÖY,3,,13Y_G_D1295
52274,1,13Y,KADIKÖY - TEPEÜSTÜ,3,,13Y_D_D1296
52275,1,13M,BAYRAKTAR BULVARI - HAREM PERON 3,3,,13M_G_D1297
52276,1,13M,HAREM PERONLAR - BAYRAKTAR BULVARI,3,,13M_D_D1298
52277,1,13H,EVTAŞ BLOKLARI - ÜMRANİYE EĞİTİM VE ARAŞTIRMA HASTANESİ,3,,13H_G_D1299
52278,1,13H,ÜMRANİYE EĞİTİM VE ARAŞTIRMA HASTANESİ - EVTAŞ BLOKLARI,3,,13H_D_D1302
52279,1,13B,EVTAŞ BLOKLARI - KADIKÖY,3,,13B_G_D1303
52280,1,13B,KADIKÖY - EVTAŞ BLOKLARI,3,,13B_D_D1304
52281,1,139D,ESTERGON CADDESİ - DARLIK,3,,139D_G_D1305
52282,1,139D,DARLIK - ESTERGON CADDESİ,3,,139D_D_D1306
52283,1,12C,ÜSKÜDAR DEVLET HASTANESİ - ÜSKÜDAR MARMARAY,3,SEFER ÜSKÜDAR MARMARAY DURAĞINDA BİTER.,12C_G_D1307
52284,1,12C,ÜSKÜDAR MARMARAY - ÜSKÜDAR DEVLET HASTANESİ,3,,12C_D_D1308
52285,1,11Y,YAVUZTÜRK SİTELER - HAREM PERONLAR 2,3,,11Y_G_D1309
52286,1,11Y,HAREM PERONLAR 2 - YAVUZTÜRK SİTELER,3,,11Y_D_D1310
52287,1,11ST,DUMLUPINAR - HAREM PERONLAR 2,3,,11ST_G_D1311
52288,1,11ST,HAREM PERONLAR 2 - DUMLUPINAR,3,,11ST_D_D1312
52289,1,11M,EVTAŞ BLOKLARI - HAREM PERONLAR 2,3,,11M_G_D1313
52290,1,11M,HAREM PERONLAR 2 - EVTAŞ BLOKLARI,3,,11M_D_D1314
52291,1,11K,KAZIM KARABEKİR - HAREM PERONLAR 2,3,,11K_G_D1315
52292,1,11K,HAREM PERONLAR 2 - KAZIM KARABEKİR,3,,11K_D_D1316
52293,1,11D,KURAN KURSU - HAREM PERONLAR 2,3,,11D_G_D1318
52294,1,11D,HAREM PERONLAR 2 - KURAN KURSU,3,,11D_D_D1319
52295,1,132YB,NÖROLOJİK BİLİMLER - YENİDOĞAN PERONLAR,3,,132YB_D_D1167
52297,1,2,ÜSTBOSTANCI - HAREM PERONLAR 2,3,,2_G_D1320
52298,1,UM60,NECİP FAZIL METRO - RECEP TAYYİP ERDOĞAN CADDESİ,3,,UM60_D_D1373
52300,1,22RE,BEŞİKTAŞ PERONLAR - FATİH SULTAN MEHMET,3,,22RE_D_D1323
52301,1,29B,FATİH SULTAN MEHMET - 4.LEVENT METRO,3,,29B_G_D1324
52303,1,29B,4.LEVENT METRO - FATİH SULTAN MEHMET,3,,29B_D_D1325
52304,1,22RE,FATİH SULTAN MEHMET - BEŞİKTAŞ PERONLAR,3,,22RE_G_D1321
52305,1,36A,CEBECİ PERONLAR - VEZNECİLER,3,,36A_G_D1326
52306,1,29E,BEŞİKTAŞ PERONLAR - MASLAK GAZETECİLER SİTESİ,3,,29E_D_D1327
52307,1,40B,SARIYER - BEŞİKTAŞ PERONLAR,3,,40B_G_D1328
52308,1,40B,BEŞİKTAŞ PERONLAR - SARIYER,3,,40B_D_D1374
52309,1,36A,VEZNECİLER - CEBECİ PERONLAR,3,,36A_D_D1329
52310,1,41,BOĞAZİÇİ SİTESİ SİNPAŞ - 4.LEVENT METRO,3,,41_G_D1370
52311,1,36CY,CEBECİ PERONLAR - YENİBOSNA METRO,3,,36CY_G_D1330
52312,1,41,4.LEVENT METRO - BOĞAZİÇİ SİTESİ SİNPAŞ,3,,41_D_D1331
52313,1,36CY,YENİBOSNA METRO - CEBECİ PERONLAR,3,,36CY_D_D1332
52314,1,41Y,AYAZAĞA - YENİKAPI ETKİNLİK ALANI,3,,41Y_G_D1333
52315,1,41Y,YENİKAPI ETKİNLİK ALANI - AYAZAĞA,3,,41Y_D_D1334
52316,1,59A,ŞİŞLİ MERKEZ - İSTİNYE DEREİÇİ,3,,59A_D_D1335
52318,1,36M,CEBECİ PERONLAR - MECİDİYEKÖY AVM,3,,36M_G_D1338
52319,1,36M,MECİDİYEKÖY AVM - CEBECİ PERONLAR,3,,36M_D_D1339
52320,1,MR11,KAZLIÇEŞME MARMARAY - TOPKAPI,3,,MR11_G_D1340
52321,1,MR11,TOPKAPI - KAZLIÇEŞME MARMARAY,3,,MR11_D_D1341
52322,1,58A,POLİGON MAHALLESİ - KABATAŞ,3,,58A_G_D1342
52323,1,58A,KABATAŞ - POLİGON MAHALLESİ,3,,58A_D_D1343
52327,1,36EM,CEBECİ PERONLAR - MECİDİYEKÖY AVM,3,,36EM_G_D1346
52328,1,36EM,MECİDİYEKÖY AVM - CEBECİ PERONLAR,3,,36EM_D_D1347
52331,1,EL2,4.LEVENT - EMİRGAN,3,,EL2_D_D1344
52333,1,88A,YENİKAPI ETKİNLİK ALANI - SULTANGAZİ PERONLAR,3,,88A_D_D1352
52334,1,38G,GAZİOSMANPAŞA EĞİTİM VE ARAŞTIRMA HASTANESİ - MECİDİYEKÖY AVM,3,,38G_G_D1353
52336,1,38G,MECİDİYEKÖY AVM - GAZİOSMANPAŞA EĞİTİM VE ARAŞTIRMA HASTANESİ,3,,38G_D_D1354
52338,1,98A,GÖZTEPE MAHALLESİ - BAKIRKÖY,3,,98A_G_D1355
52339,1,98A,BAKIRKÖY - GÖZTEPE MAHALLESİ,3,,98A_D_D1356
52340,1,98M,İSTOÇ - BAKIRKÖY,3,,98M_G_D1357
52342,1,98M,BAKIRKÖY - İSTOÇ,3,,98M_D_D1358
52344,1,300,TÜYAP - MİMARSİNAN MAHALLESİ,3,,300_D_D1360
52345,1,300,MİMARSİNAN MAHALLESİ - ESKİYOL,3,,300_D_D1361
52346,1,MR50,HALKALI MARMARAY - ŞEHİR HASTANESİ - FİZİK TEDAVİ VE REHABİLİTASYON,3,,MR50_G_D1362
52347,1,MR50,ŞEHİR HASTANESİ - FİZİK TEDAVİ VE REHABİLİTASYON - HALKALI MARMARAY,3,,MR50_D_D1363
52348,1,336MC,CEBECİ PERONLAR - MEHMET AKİF ERSOY CAMİİ,3,,336MC_D_D1364
52350,1,36B,MEHMET AKİF ERSOY CAMİİ - CEBECİ PERONLAR,3,,36B_G_D1366
52353,1,92M,ÇINAR MAHALLESİ - MECİDİYEKÖY METROBÜS,3,,92M_G_D1371
52354,1,92M,MECİDİYEKÖY METROBÜS - ÇINAR MAHALLESİ,3,,92M_D_D1375
52355,1,92C,HAZNEDAR - EMİNÖNÜ,3,,92C_G_D1376
52358,1,92C,EMİNÖNÜ - HAZNEDAR,3,,92C_D_D1378
52360,1,62G,EMNİYETTEPE - BEŞİKTAŞ PERONLAR,3,,62G_G_D1380
52361,1,62G,BEŞİKTAŞ PERONLAR - EMNİYETTEPE,3,,62G_D_D1381
52365,1,79C,KAYAŞEHİR - CEBECİ PERONLAR,3,,79C_G_D1387
52366,1,79C,CEBECİ PERONLAR - KAYAŞEHİR,3,,79C_D_D1388
52373,1,78FB,FENERTEPE PERONLAR - ESENLER BİLİM PARKI,3,,78FB_G_D1397
52374,1,78FB,ESENLER BİLİM PARKI - FENERTEPE PERONLAR,3,,78FB_D_D1398
52376,1,78F,FENERTEPE PERONLAR - BAŞAKŞEHİR METROKENT,3,,78F_G_D1402
52377,1,78F,BAŞAKŞEHİR METROKENT - FENERTEPE PERONLAR,3,,78F_D_D1404
52379,1,78E,FENERTEPE PERONLAR - KAYABAŞI KİPTAŞ PERON,3,,78E_G_D1406
52380,1,78E,KAYABAŞI KİPTAŞ PERON - FENERTEPE PERONLAR,3,,78E_D_D1407
52385,1,73B,BAKIRKÖY - İSTANBUL AKVARYUM,3,,73B_D_D1421
52386,1,76TM,TEPEKENT SONDURAK - İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,3,,76TM_G_D1422
52387,1,76TM,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ - TEPEKENT SONDURAK,3,,76TM_D_D1425
52388,1,37T,GÜMÜŞSUYU PERON - ÇIRÇIR METRO,3,,37T_D_D1426
52390,1,76BA,BÜYÜKÇEKMECE - İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,3,,76BA_G_D1432
52391,1,76BA,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ - BÜYÜKÇEKMECE,3,,76BA_D_D1433
52392,1,39K,KARADOLAP MAHALLESİ - YENİKAPI ETKİNLİK ALANI,3,,39K_G_D1434
52397,1,36TC,CEBECİ PERONLAR - TAŞOLUK PERONLAR,3,,36TC_D_D1440
52398,1,39K,YENİKAPI ETKİNLİK ALANI - KARADOLAP MAHALLESİ,3,,39K_D_D1483
52399,1,33B,GİYİMKENT - EMİNÖNÜ,3,,33B_G_D1400
52400,1,144M,HEYBETLİ SOKAK - MAHMUTBEY METRO,3,,144M_G_D1441
52402,1,144M,MAHMUTBEY METRO - HEYBETLİ SOKAK,3,,144M_D_D1442
52403,1,336G,TAŞOLUK PERONLAR - TEKSTİLKENT-GİYİMKENT METRO İSTASYONU,3,,336G_G_D1443
52404,1,94Y,YEŞİLPINAR - ZUHURATBABA,3,,94Y_G_D1444
52406,1,144A,İSTANBUL ÜNİVERSİTESİ AVCILAR KAMPÜSÜ - HEYBETLİ SOKAK,3,,144A_D_D1445
52408,1,33B,UNKAPANI - EMİNÖNÜ,3,,33B_D_D1446
52410,1,144A,HEYBETLİ SOKAK - İSTANBUL ÜNİVERSİTESİ - CERRAHPAŞA AVCILAR KAMPÜSÜ,3,,144A_G_D1448
52411,1,98G,GİYİMKENT - BAKIRKÖY,3,,98G_G_D1449
52412,1,151,DEMİRCİKÖY - HACIOSMAN METRO,3,,151_D_D1450
52413,1,98G,BAKIRKÖY - GİYİMKENT,3,,98G_D_D1451
52414,1,336G,TEKSTİLKENT-GİYİMKENT METRO İSTASYONU - TAŞOLUK PERONLAR,3,,336G_D_D1447
52415,1,152,HACIOSMAN METRO - KISIRKAYA,3,,152_G_D1452
52416,1,142K,ESENYURT KİPTAŞ 4.ETAP - İSTANBUL ÜNİVERSİTESİ AVCILAR KAMPÜSÜ,3,,142K_G_D1456
52417,1,142K,İSTANBUL ÜNİVERSİTESİ AVCILAR KAMPÜSÜ - ESENYURT KİPTAŞ 4.ETAP,3,,142K_D_D1457
52421,1,98Y,BAKIRKÖY - GİYİMKENT,3,,98Y_D_D1466
52422,1,142ES,AKÇABURGAZ - İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,3,,142ES_G_D1467
52423,1,142ES,İSTANBUL ÜNİVERSİTESİ - CERRAHPAŞA AVCILAR KAMPÜSÜ - AKÇABURGAZ,3,,142ES_D_D1468
52424,1,HT11,GİYİMKENT - KUYUMCUKENT,3,,HT11_G_D1469
52425,1,142ES,AKÇABURGAZ - İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,3,,142ES_G_D1470
52427,1,HT11,KUYUMCUKENT - GİYİMKENT,3,,HT11_D_D1472
52428,1,33M,MECİDİYEKÖY METROBÜS - GİYİMKENT,3,,33M_D_D1473
52429,1,39O,YEŞİLPINAR - OTOGAR,3,,39O_G_D1471
52430,1,39O,OTOGAR - YEŞİLPINAR,3,,39O_D_D1476
52431,1,49A,AKŞEMSETTİN MAHALLESİ - ŞİŞLİ MERKEZ,3,,49A_G_D1478
52432,1,49A,ŞİŞLİ MERKEZ - AKŞEMSETTİN MAHALLESİ,3,,49A_D_D1479
52434,1,39,YENİKAPI ETKİNLİK ALANI - AKŞEMSETTİN MAHALLESİ,3,,39_D_D1481
52435,1,39,AKŞEMSETTİN MAHALLESİ - YENİKAPI ETKİNLİK ALANI,3,,39_G_D1480
52436,1,47,EMİNÖNÜ - YEŞİLPINAR,3,,47_D_D1482
52437,1,47L,KARADOLAP MAHALLESİ - HACIOSMAN METRO,3,,47L_G_D1487
52438,1,47L,HACIOSMAN METRO - KARADOLAP MAHALLESİ,3,,47L_D_D1488
52439,1,49Y,ŞİŞLİ MERKEZ - YEŞİLPINAR,3,,49Y_D_D1489
52440,1,39D,YENİKAPI ETKİNLİK ALANI - YEŞİLPINAR,3,,39D_D_D1490
52441,1,26A,FULYA MAHALLESİ - EMİNÖNÜ KANTARCILAR,3,,26A_G_D1491
52443,1,36TC,TAŞOLUK PERONLAR - CEBECİ PERONLAR,3,,36TC_G_D1493
52444,1,142ES,AKÇABURGAZ - İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,3,,142ES_G_D1494
52446,1,142A,BOĞAZKÖY SON DURAK - ÜNİVERSİTE MAHALLESİ,3,,142A_G_D1496
52447,1,142A,İSTANBUL ÜNİVERSİTESİ - CERRAHPAŞA AVCILAR KAMPÜSÜ - BOĞAZKÖY SON DURAK,3,,142A_D_D1497
52448,1,36B,CEBECİ PERONLAR - MEHMET AKİF ERSOY CAMİİ,3,,36B_D_D1368
52449,1,36Y,TAŞOLUK PERONLAR - YENİKAPI ETKİNLİK ALANI,3,,36Y_G_D1500
52450,1,36Y,YENİKAPI ETKİNLİK ALANI - TAŞOLUK PERONLAR,3,,36Y_D_D1502
52455,1,336H,HADIMKÖY AKPINAR PERONLAR - MESCİD-İ SELAM,3,,336H_G_D1522
52456,1,36HT,TANSU SOKAK - CEBECİ PERONLAR,3,,36HT_G_D1524
52457,1,36HT,CEBECİ PERONLAR - TANSU SOKAK,3,,36HT_D_D1525
52458,1,336K,YENİKÖY - MESCİD - İ SELAM,3,,336K_G_D1526
52460,1,336K,MESCİD-İ SELAM - YENİKÖY,3,,336K_D_D1527
52464,1,MK22,TAŞOLUK PERONLAR - ŞEHİR HASTANESİ - FİZİK TEDAVİ VE REHABİLİTASYON,3,,MK22_G_D1536
52465,1,59K,KARAYOLLARI - ŞİŞLİ MERKEZ,3,,59K_G_D1547
52467,1,59K,ŞİŞLİ MERKEZ - KARAYOLLARI,3,,59K_D_D1553
52468,1,MK22,ŞEHİR HASTANESİ - FİZİK TEDAVİ VE REHABİLİTASYON - TAŞOLUK PERONLAR,3,ÇAM VE SAKURA HASTANESİNİN TÜM BLOKLARINA HİZMET VERİR,MK22_D_D1554
52469,1,89A,KANUNİ SULTAN SÜLEYMAN - ZEYTİNBURNU,3,,89A_G_D1555
52470,1,89A,ZEYTİNBURNU - KANUNİ SULTAN SÜLEYMAN,3,,89A_D_D1557
52471,1,98TB,FATİH MAHALLESİ - BAKIRKÖY,3,,98TB_G_D1558
52476,1,98TB,BAKIRKÖY - FATİH MAHALLESİ,3,,98TB_D_D1561
52477,1,25A,RUMELİ KAVAĞI - HACIOSMAN METRO,3,,25A_G_D1564
52478,1,25A,HACIOSMAN METRO - RUMELİ KAVAĞI,3,,25A_D_D1568
52483,1,89M,MARMARA SANAYİ SİTESİ - ZEYTİNBURNU,3,,89M_G_D1593
52484,1,89M,ZEYTİNBURNU - MARMARA SANAYİ SİTESİ,3,,89M_D_D1597
52489,1,20D,SARIGAZİ GARAJI - KADIKÖY,3,,20D_G_D1598
52490,1,20D,KADIKÖY - SARIGAZİ GARAJI,3,,20D_D_D1600
52494,1,94,İBNİ SİNA İLKOKULU - ZEYTİNBURNU,3,,94_G_D0
52497,1,38Z,ZÜBEYDE HANIM MAHALLESİ - BEYAZIT,3,,38Z_G_D1621
52498,1,38Z,BEYAZIT - ZÜBEYDE HANIM MAHALLESİ,3,,38Z_D_D1622
52500,1,36B,MEHMET AKİF ERSOY CAMİİ - CEBECİ PERONLAR,3,,36B_G_D1623
52501,1,36B,MEHMET AKİF ERSOY CAMİİ - CEBECİ PERONLAR,3,,36B_G_D1640
52503,1,622,YENİDOĞAN PERONLAR - MECİDİYEKÖY MEZARLIK,3,ŞİLE YOLU GÜZERGAHINDAN HİZMET VERİR.,622_G_D1647
52504,1,622,MECİDİYEKÖY MEZARLIK - YENİDOĞAN PERONLAR,3,,622_D_D1657
52506,1,36V,ÇİMEN CAMİ - VEZNECİLER,3,,36V_G_D1670
52509,1,36V,VEZNECİLER - ÇİMEN CAMİ,3,,36V_D_D1675
52510,1,32,CEVATPAŞA - EMİNÖNÜ,3,,32_G_D1676
52511,1,32,EMİNÖNÜ - CEVATPAŞA,3,,32_D_D1677
52512,1,32A,CEVATPAŞA - BEYAZIT,3,SAATTE CEVATPAŞA-BEYAZIT GÜZERGAHINDA HİZMET VERİR.,32A_G_D1713
52513,1,32M,CEVATPAŞA - MECİDİYEKÖY METROBÜS,3,,32M_G_D1719
52514,1,32M,MECİDİYEKÖY METROBÜS - CEVATPAŞA,3,,32M_D_D1721
52515,1,32A,BEYAZIT - CEVATPAŞA,3,SAATTE CEVATPAŞA-BEYAZIT GÜZERGAHINDA HİZMET VERİR.,32A_D_D1742
52518,1,32T,CEVATPAŞA - HARBİYE ASKERİ MÜZE,3,,32T_G_D1745
52520,1,32T,HARBİYE ASKERİ MÜZE - CEVATPAŞA,3,,32T_D_D1756
52522,1,336M,ARNAVUTKÖY PERONLAR - MECİDİYEKÖY METROBÜS,3,,336M_G_D1758
52523,1,336M,MECİDİYEKÖY METROBÜS - ARNAVUTKÖY PERONLAR,3,,336M_D_D1791
52526,1,76BA,BÜYÜKÇEKMECE - İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,3,,76BA_G_D1810
52527,1,76BA,BÜYÜKÇEKMECE - ADNAN KAHVECİ BULVARI,3,,76BA_G_D1825
52547,1,129T,ÜSTBOSTANCI - GÜMÜŞSUYU PERON,3,,129T_G_D1828
52548,1,129T,GÜMÜŞSUYU PERON - ÜSTBOSTANCI,3,,129T_D_D1850
52549,1,38T,HARBİYE ASKERİ MÜZE - YENİ MAHALLE METRO,3,,38T_D_D0
"52554,1,139T,TEPE ÜSTÜ - TEDAŞ ÖNÜ,3,""YEŞİLVADİ,SATMAZLI, AHMETLİ GÜZERGAHINDAN."",139T_G_D1860"
"52555,1,139T,TEDAŞ ÖNÜ - TEPE ÜSTÜ,3,""YEŞİLVADİ,SATMAZLI, AHMETLİ GÜZERGAHINDAN."",139T_D_D1861"
52556,1,38T,YENİ MAHALLE METRO - HARBİYE ASKERİ MÜZE,3,,38T_G_D1864
